StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,DistrictName,DistrictType,NCESDistrictID,County,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,NewCasesCombined,NewCasesStudents,NewCasesStaff,NewCasesUnknown,TwoWeekPeriodStaffStudentCasesCombined,TwoWeekPeriodCasesStudents,TwoWeekPeriodCasesStaff,CumulativeCasesCombined,CumulativeCasesStudents,CumulativeCasesStaff,CumulativeCasesUnknown,ActiveCasesStaff,ActiveCasesStudents,ActiveCasesUnknown,ActiveCasesCombined
Colorado,CO,School,No,Denver Green School Southeast,Regular school,80336006453,,Regular local school district,803360,,,11/20/20,12/17/20,4,,4,,,,,,,,,,,,
Colorado,CO,School,No,Denver Public Schools - Collegiate Prep Academy,Regular school,80336006515,,Regular local school district,803360,,,09/17/20,10/14/20,4,,4,,,,,,,,,,,,
Colorado,CO,School,No,Devinny Elementary School,Regular school,80480000711,,Regular local school district,804800,,,12/14/20,12/29/20,3,1,2,,,,,,,,,,,,
Colorado,CO,School,No,Dillon Valley Elementary School,Regular school,80681001303,,Regular local school district,806810,,,11/24/20,12/15/20,2,1,1,,,,,,,,,,,,
Colorado,CO,School,No,Dillon Valley Elementary School,Regular school,80681001303,,Regular local school district,806810,,,01/17/21,02/09/2021,7,5,2,,,,,,,,,,,,
Colorado,CO,School,No,Dillon Valley Elementary School,Regular school,80681001303,,Regular local school district,806810,,,05/24/21,06/15/21,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,"Discovery Canyon Campus (Elementary, Middle, High School)",Regular school,80192006616,,Regular local school district,801920,,,12/14/20,12/30/20,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,"Discovery Canyon Campus (Elementary, Middle, High School)",Regular school,80192006616,,Regular local school district,801920,,,05/18/21,06/04/2021,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,"Discovery Canyon Campus (Elementary, Middle, High School)",Regular school,80192006616,,Regular local school district,801920,,,03/24/21,04/28/21,10,7,3,,,,,,,,,,,,
Colorado,CO,School,Yes,Dolores Huerta Preparatory Academy,Regular school,80612001730,,Regular local school district,806120,,,04/14/21,05/31/21,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Douglas County High School,Regular school,80345000440,,Regular local school district,803450,,,04/13/21,06/01/2021,33,33,,,,,,,,,,,,,
Colorado,CO,School,No,Dove Creek High School,Regular school,80342000429,,Regular local school district,803420,,,04/20/21,06/04/2021,6,3,3,,,,,,,,,,,,
Colorado,CO,School,Yes,DSST: Byers Middle/High School,Regular school,80336006572,,Regular local school district,803360,,,02/19/21,05/24/21,12,11,1,,,,,,,,,,,,
Colorado,CO,School,Yes,DSST: Green Valley Ranch High School,Regular school,80336006450,,Regular local school district,803360,,,11/14/20,12/16/20,2,2,,,,,,,,,,,,,
Colorado,CO,School,Yes,DSST: Green Valley Ranch High School,Regular school,80336006450,,Regular local school district,803360,,,05/01/2021,06/17/21,5,4,1,,,,,,,,,,,,
Colorado,CO,School,Yes,DSST: Montview Middle School,Regular school,80336006566,,Regular local school district,803360,,,05/07/2021,06/05/2021,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Dunn Elementary School,Regular school,80399000526,,Regular local school district,803990,,,04/19/21,05/18/21,5,5,,,,,,,,,,,,,
Colorado,CO,School,No,Durango High School,Regular school,80348000448,,Regular local school district,803480,,,02/25/21,06/29/21,50,49,1,,,,,,,,,,,,
Colorado,CO,School,No,Dutch Creek Elementary School,Regular school,80480000714,,Regular local school district,804800,,,11/12/2020,12/08/2020,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Dutch Creek Elementary School,Regular school,80480000714,,Regular local school district,804800,,,04/14/21,05/24/21,4,3,1,,,,,,,,,,,,
Colorado,CO,School,No,Eagle Valley High School,Regular school,80354000463,,Regular local school district,803540,,,03/01/2021,05/22/21,26,26,,,,,,,,,,,,,
Colorado,CO,School,No,Eagle Valley Middle School,Regular school,80354001309,,Regular local school district,803540,,,04/13/21,05/11/2021,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Eaglecrest High School,Regular school,80291006156,,Regular local school district,802910,,,01/22/21,02/20/21,34,29,5,,,,,,,,,,,,
Colorado,CO,School,No,Eaglecrest High School,Regular school,80291006156,,Regular local school district,802910,,,03/23/21,04/06/2021,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Eaglecrest High School,Regular school,80291006156,,Regular local school district,802910,,,05/03/2021,05/13/21,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Eagleview Middle School,Regular school,80192001402,,Regular local school district,801920,,,04/09/2021,05/30/21,14,14,,,,,,,,,,,,,
Colorado,CO,School,No,East Elementary School,Regular school,80531000875,,Regular local school district,805310,,,11/03/2020,12/22/20,4,1,3,,,,,,,,,,,,
Colorado,CO,School,No,East Elementary School,Regular school,80531000875,,Regular local school district,805310,,,05/13/21,05/15/21,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,East High School,Regular school,80612001040,,Regular local school district,806120,,,03/09/2021,04/16/21,11,10,1,,,,,,,,,,,,
Colorado,CO,School,No,East High School,Regular school,80612001040,,Regular local school district,806120,,,04/23/21,05/24/21,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,East Middle School,Regular school,80234000060,,Regular local school district,802340,,,12/01/2020,12/28/20,13,11,2,,,,,,,,,,,,
Colorado,CO,School,No,East Middle School,Regular school,80234000060,,Regular local school district,802340,,,05/11/2021,06/09/2021,7,6,1,,,,,,,,,,,,
Colorado,CO,School,Yes,Eastlake High School,Other/alternative school,80306001841,,Regular local school district,803060,,,11/23/20,12/08/2020,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Eastridge Elementary School,Regular school,80291000191,,Regular local school district,802910,,,04/13/21,04/23/21,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Eaton High School,Regular school,80360000476,,Regular local school district,803600,,,12/14/20,02/11/2021,34,26,8,,,,,,,,,,,,
Colorado,CO,School,No,Eaton High School,Regular school,80360000476,,Regular local school district,803600,,,05/04/2021,05/22/21,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,eDCSD: Colorado Cyber School,Regular school,80345006372,,Regular local school district,803450,,,10/01/2020,11/03/2020,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Edgewater Elementary School,Regular school,80480000716,,Regular local school district,804800,,,11/03/2020,12/01/2020,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Edison Elementary School,Regular school,80363000478,,Regular local school district,803630,,,11/17/20,12/16/20,5,4,1,,,,,,,,,,,,
Colorado,CO,School,No,Edison Elementary School,Regular school,80363000478,,Regular local school district,803630,,,02/05/2021,03/04/2021,6,5,1,,,,,,,,,,,,
Colorado,CO,School,No,Edna and John W Mosley P-8 School,Regular school,80234006644,,Regular local school district,802340,,,01/22/21,02/22/21,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Edna and John W Mosley P-8 School,Regular school,80234006644,,Regular local school district,802340,,,05/26/21,06/17/21,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Eiber Elementary School,Regular school,80480000717,,Regular local school district,804800,,,01/05/2021,02/09/2021,5,,5,,,,,,,,,,,,
Colorado,CO,School,No,Eisenhower Elementary School,Regular school,80249000112,,Regular local school district,802490,,,10/29/20,11/24/20,4,1,3,,,,,,,,,,,,
Colorado,CO,School,No,Ellicott Elementary School,Regular school,80375000484,,Regular local school district,803750,,,02/01/2021,02/27/21,3,,3,,,,,,,,,,,,
Colorado,CO,School,No,Ellicott Middle School,Regular school,80375001735,,Regular local school district,803750,,,02/09/2021,03/07/2021,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Ellicott Senior High School,Regular school,80375000485,,Regular local school district,803750,,,04/12/2021,05/09/2021,7,6,1,,,,,,,,,,,,
Colorado,CO,School,No,Ellis Elementary School,Regular school,80336000341,,Regular local school district,803360,,,11/16/20,12/11/2020,5,3,2,,,,,,,,,,,,
Colorado,CO,School,No,Emory Elementary School,Regular school,80480000785,,Regular local school district,804800,,,11/24/20,12/01/2020,4,3,1,,,,,,,,,,,,
Colorado,CO,School,No,Englewood High School,Regular school,80378000491,,Regular local school district,803780,,,06/07/2021,06/06/2021,12,12,,,,,,,,,,,,,
Colorado,CO,School,No,Erie High School,Regular school,80537001889,,Regular local school district,805370,,,04/19/21,06/11/2021,63,62,1,,,,,,,,,,,,
Colorado,CO,School,No,Erie Middle School,Regular school,80537000900,,Regular local school district,805370,,,11/24/20,01/11/2021,9,8,1,,,,,,,,,,,,
Colorado,CO,School,No,Escalante-Biggs Academy,Regular school,80336006522,,Regular local school district,803360,,,11/05/2020,12/03/2020,5,1,4,,,,,,,,,,,,
Colorado,CO,School,No,Escalante-Biggs Academy,Regular school,80336006522,,Regular local school district,803360,,,02/10/2021,03/13/21,5,2,3,,,,,,,,,,,,
Colorado,CO,School,No,Estes Park High School,Regular school,80381000500,,Regular local school district,803810,,,02/08/2021,03/15/21,7,6,1,,,,,,,,,,,,
Colorado,CO,School,No,Euclid Middle School,Regular school,80531000876,,Regular local school district,805310,,,04/29/21,05/08/2021,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Evans Elementary School,Regular school,80387000504,,Regular local school district,803870,,,11/10/2020,12/04/2020,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Evergreen Middle School,Regular school,80480000718,,Regular local school district,804800,,,04/15/21,05/17/21,11,9,2,,,,,,,,,,,,
Colorado,CO,School,No,Everitt Middle School,Regular school,80480000720,,Regular local school district,804800,,,05/05/2021,05/17/21,3,3,,,,,,,,,,,,,
Colorado,CO,School,Yes,Excel Academy Charter School,Regular school,80480001508,,Regular local school district,804800,,,03/26/21,06/24/21,13,11,2,,,,,,,,,,,,
Colorado,CO,School,No,Explorer Elementary School,Regular school,80192001496,,Regular local school district,801920,,,11/15/20,12/14/20,4,1,3,,,,,,,,,,,,
Colorado,CO,School,No,Explorer Elementary School,Regular school,80192001496,,Regular local school district,801920,,,04/14/21,05/17/21,9,7,2,,,,,,,,,,,,
Colorado,CO,School,No,Fairmount Elementary School,Regular school,80480000721,,Regular local school district,804800,,,12/18/20,01/12/2021,3,,3,,,,,,,,,,,,
Colorado,CO,School,No,Fairview High School,Regular school,80249000114,,Regular local school district,802490,,,04/08/2021,05/25/21,5,5,,,,,,,,,,,,,
Colorado,CO,School,No,Falcon Bluffs Middle School,Regular school,80480001970,,Regular local school district,804800,,,11/12/2020,12/08/2020,3,2,1,,,,,,,,,,,,
Colorado,CO,School,No,Falcon Bluffs Middle School,Regular school,80480001970,,Regular local school district,804800,,,05/18/21,06/09/2021,8,8,,,,,,,,,,,,,
Colorado,CO,School,No,Falcon High School,Regular school,80387000507,,Regular local school district,803870,,,11/09/2020,12/07/2020,3,2,1,,,,,,,,,,,,
Colorado,CO,School,No,Falcon High School,Regular school,80387000507,,Regular local school district,803870,,,02/16/21,03/08/2021,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Falcon High School,Regular school,80387000507,,Regular local school district,803870,,,04/19/21,06/02/2021,11,9,2,,,,,,,,,,,,
Colorado,CO,School,No,Falcon Middle School,Regular school,80387000506,,Regular local school district,803870,,,03/08/2021,04/03/2021,3,1,2,,,,,,,,,,,,
Colorado,CO,School,No,Falcon Middle School,Regular school,80387000506,,Regular local school district,803870,,,04/23/21,06/16/21,13,12,1,,,,,,,,,,,,
Colorado,CO,School,No,Farrell B. Howell ECE-8 School,Regular school,80336001928,,Regular local school district,803360,,,11/06/2020,12/14/20,6,2,4,,,,,,,,,,,,
Colorado,CO,School,No,Fisher's Peak Elementary School,Regular school,80696001946,,Regular local school district,806960,,,12/09/2020,01/08/2021,5,,5,,,,,,,,,,,,
Colorado,CO,School,Yes,Flagstaff Academy,Regular school,80537001890,,Regular local school district,805370,,,12/03/2020,12/23/20,9,7,2,,,,,,,,,,,,
Colorado,CO,School,No,Foothills Elementary School,Regular school,80480000724,,Regular local school district,804800,,,02/17/21,03/15/21,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Fort Collins High School,Regular school,80399000528,,Regular local school district,803990,,,11/05/2020,12/27/20,29,28,1,,,,,,,,,,,,
Colorado,CO,School,No,Fort Collins High School,Regular school,80399000528,,Regular local school district,803990,,,01/19/21,07/06/2021,83,78,5,,,,,,,,,,,,
Colorado,CO,School,No,Fort Logan Northgate,Regular school,80654001135,,Regular local school district,806540,,,10/08/2020,11/19/20,4,,4,,,,,,,,,,,,
Colorado,CO,School,No,Fossil Ridge High School,Regular school,80399001848,,Regular local school district,803990,,,11/04/2020,06/28/21,150,139,11,,,,,,,,,,,,
Colorado,CO,School,No,Fountain Middle School,Regular school,80408000563,,Regular local school district,804080,,,11/17/20,12/14/20,3,2,1,,,,,,,,,,,,
Colorado,CO,School,No,Fountain- Fort Carson High School,Regular school,80408000562,,Regular local school district,804080,,,11/17/20,12/14/20,5,5,,,,,,,,,,,,,
Colorado,CO,School,No,Fountain- Fort Carson High School,Regular school,80408000562,,Regular local school district,804080,,,11/17/20,12/14/20,5,5,,,,,,,,,,,,,
Colorado,CO,School,No,Fountain- Fort Carson High School,Regular school,80408000562,,Regular local school district,804080,,,02/16/21,03/16/21,9,8,1,,,,,,,,,,,,
Colorado,CO,School,No,Fountain- Fort Carson High School,Regular school,80408000562,,Regular local school district,804080,,,02/16/21,03/16/21,9,8,1,,,,,,,,,,,,
Colorado,CO,School,No,Fountain- Fort Carson High School,Regular school,80408000562,,Regular local school district,804080,,,03/30/21,05/26/21,16,15,1,,,,,,,,,,,,
Colorado,CO,School,No,Fountain- Fort Carson High School,Regular school,80408000562,,Regular local school district,804080,,,03/30/21,05/26/21,16,15,1,,,,,,,,,,,,
Colorado,CO,School,No,Fox Meadow Middle School,Regular school,80453000666,,Regular local school district,804530,,,10/21/20,01/05/2021,7,,7,,,,,,,,,,,,
Colorado,CO,School,No,Fox Ridge Middle School,Regular school,80291006367,,Regular local school district,802910,,,04/29/21,05/12/2021,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Franklin Elementary School,Regular school,80531000878,,Regular local school district,805310,,,04/22/21,05/17/21,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Fraser Valley Elementary School,Regular school,80432000594,,Regular local school district,804320,,,01/25/21,02/18/21,7,6,1,,,,,,,,,,,,
Colorado,CO,School,No,Freedom Elementary School,Special education school,80306006317,,Regular local school district,803060,,,12/22/20,01/12/2021,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Frisco Elementary School,Regular school,80681001165,,Regular local school district,806810,,,11/10/2020,12/03/2020,5,4,1,,,,,,,,,,,,
Colorado,CO,School,Yes,Frontier Academy Secondary School,Regular school,80441001614,,Regular local school district,804410,,,04/29/21,06/04/2021,16,15,1,,,,,,,,,,,,
Colorado,CO,School,No,Fruita 8/9 School,Regular school,80435002020,,Regular local school district,804350,,,05/11/2021,07/08/2021,15,15,,,,,,,,,,,,,
Colorado,CO,School,No,Fruita Middle School,Regular school,80435000608,,Regular local school district,804350,,,05/04/2021,06/29/21,19,16,3,,,,,,,,,,,,
Colorado,CO,School,No,Fruita Monument High School,Regular school,80435000609,,Regular local school district,804350,,,12/01/2020,04/29/21,17,17,,,,,,,,,,,,,
Colorado,CO,School,No,Fruita Monument High School,Regular school,80435000609,,Regular local school district,804350,,,05/18/21,06/25/21,8,8,,,,,,,,,,,,,
Colorado,CO,School,No,Garfield Elementary School,Regular school,80540000932,,Regular local school district,805400,,,05/04/2021,05/21/21,4,2,2,,,,,,,,,,,,
Colorado,CO,School,No,Garnet Mesa Elementary School,Regular school,80333000298,,Regular local school district,803330,,,12/04/2020,02/27/21,16,11,5,,,,,,,,,,,,
Colorado,CO,School,No,Gateway Elementary School,Regular school,80738001266,,Regular local school district,807380,,,11/07/2020,01/15/21,11,7,4,,,,,,,,,,,,
Colorado,CO,School,No,Global Leadership Academy,Regular school,80555001860,,Regular local school district,805550,,,10/28/20,12/28/20,2,2,,,,,,,,,,,,,
Colorado,CO,School,Yes,Global Village Academy - Douglas County,Regular school,80345006656,,Regular local school district,803450,,,10/31/20,12/09/2020,4,2,2,,,,,,,,,,,,
Colorado,CO,School,Yes,Global Village Academy - Northglenn,Regular school,80002006503,,Charter agency,800020,,,11/16/20,12/08/2020,9,3,6,,,,,,,,,,,,
Colorado,CO,School,Yes,Global Village Academy - Northglenn,Regular school,80002006503,,Charter agency,800020,,,11/16/20,12/08/2020,9,3,6,,,,,,,,,,,,
Colorado,CO,School,Yes,Global Village Academy - Northglenn,Regular school,80002006503,,Charter agency,800020,,,04/26/21,05/23/21,2,,2,,,,,,,,,,,,
Colorado,CO,School,Yes,Global Village Academy - Northglenn,Regular school,80002006503,,Charter agency,800020,,,04/26/21,05/23/21,2,,2,,,,,,,,,,,,
Colorado,CO,School,Yes,GOAL Academy - Fountain Site,Other/alternative school,80387006393,,Regular local school district,803870,,,09/08/2020,10/20/20,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Gold Camp Elementary School,Regular school,80294001591,,Regular local school district,802940,,,05/18/21,06/10/2021,3,2,1,,,,,,,,,,,,
Colorado,CO,School,No,Gold Rush Elementary School,Regular school,80345006368,,Regular local school district,803450,,,11/13/20,12/08/2020,5,4,1,,,,,,,,,,,,
Colorado,CO,School,No,Gold Rush Elementary School,Regular school,80345006368,,Regular local school district,803450,,,01/12/2021,02/24/21,4,3,1,,,,,,,,,,,,
Colorado,CO,School,No,Golden High School,Regular school,80480000733,,Regular local school district,804800,,,11/12/2020,12/01/2020,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Golden High School,Regular school,80480000733,,Regular local school district,804800,,,03/18/21,06/06/2021,15,14,1,,,,,,,,,,,,
Colorado,CO,School,Yes,Golden View Classical Academy,Regular school,80002006639,,Charter agency,800020,,,04/09/2021,06/15/21,10,8,2,,,,,,,,,,,,
Colorado,CO,School,No,Governor's Ranch Elementary School,Regular school,80480001448,,Regular local school district,804800,,,01/22/21,02/18/21,4,2,2,,,,,,,,,,,,
Colorado,CO,School,No,Grand Junction High School,Regular school,80435000612,,Regular local school district,804350,,,12/01/2020,03/31/21,20,16,4,,,,,,,,,,,,
Colorado,CO,School,No,Grand Junction High School,Regular school,80435000612,,Regular local school district,804350,,,05/12/2021,06/29/21,17,16,1,,,,,,,,,,,,
Colorado,CO,School,No,Grand Mesa Middle School,Regular school,80435001656,,Regular local school district,804350,,,12/01/2020,03/16/21,23,18,5,,,,,,,,,,,,
Colorado,CO,School,No,Grand Mesa Middle School,Regular school,80435001656,,Regular local school district,804350,,,05/18/21,06/25/21,15,12,3,,,,,,,,,,,,
Colorado,CO,School,No,Grand Mountain K-8 School,Regular school,80648006772,,Regular local school district,806480,,,11/23/20,12/17/20,2,2,,,,,,,,,,,,,
Colorado,CO,School,Yes,Grand Peak Academy,Regular school,80387006386,,Regular local school district,803870,,,11/23/20,12/12/2020,9,3,6,,,,,,,,,,,,
Colorado,CO,School,Yes,Grand Peak Academy,Regular school,80387006386,,Regular local school district,803870,,,04/14/21,05/24/21,15,11,4,,,,,,,,,,,,
Colorado,CO,School,No,Grant Ranch EC-8 School,Regular school,80336001738,,Regular local school district,803360,,,12/04/2020,12/24/20,7,5,2,,,,,,,,,,,,
Colorado,CO,School,Yes,Great Work Montessori School,Regular school,80480006723,,Regular local school district,804800,,,05/18/21,06/05/2021,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Greeley Central High School,Regular school,80441000641,,Regular local school district,804410,,,02/05/2021,06/28/21,49,44,5,,,,,,,,,,,,
Colorado,CO,School,No,Greeley West High School,Regular school,80441000640,,Regular local school district,804410,,,11/09/2020,12/23/20,21,13,8,,,,,,,,,,,,
Colorado,CO,School,No,Greeley West High School,Regular school,80441000640,,Regular local school district,804410,,,04/12/2021,06/17/21,21,20,1,,,,,,,,,,,,
Colorado,CO,School,No,Green Acres Elementary School,Regular school,80405000558,,Regular local school district,804050,,,02/19/21,03/05/2021,3,,3,,,,,,,,,,,,
Colorado,CO,School,No,Green Mountain High School,Regular school,80480000736,,Regular local school district,804800,,,04/06/2021,06/08/2021,20,19,1,,,,,,,,,,,,
Colorado,CO,School,No,Green Valley Elementary School,Regular school,80336001776,,Regular local school district,803360,,,11/13/20,12/16/20,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Green Valley Elementary School,Regular school,80336001776,,Regular local school district,803360,,,03/05/2021,04/10/2021,7,5,2,,,,,,,,,,,,
Colorado,CO,School,No,Gust Elementary School,Regular school,80336000359,,Regular local school district,803360,,,11/13/20,12/15/20,7,6,1,,,,,,,,,,,,
Colorado,CO,School,No,Gust Elementary School,Regular school,80336000359,,Regular local school district,803360,,,04/29/21,05/31/21,7,4,3,,,,,,,,,,,,
Colorado,CO,School,No,Gypsum Creek Middle School,Regular school,80354001723,,Regular local school district,803540,,,12/01/2020,12/22/20,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Hackberry Hill Elementary,Regular school,80480000737,,Regular local school district,804800,,,11/11/2020,12/08/2020,3,1,2,,,,,,,,,,,,
Colorado,CO,School,No,Hamilton Middle School,Regular school,80336000361,,Regular local school district,803360,,,04/22/21,05/26/21,6,5,1,,,,,,,,,,,,
Colorado,CO,School,No,Harrison High School,Regular school,80453000667,,Regular local school district,804530,,,11/11/2020,12/15/20,7,5,2,,,,,,,,,,,,
Colorado,CO,School,No,Hayden High School,Regular school,80459001348,,Regular local school district,804590,,,12/09/2020,12/22/20,4,3,1,,,,,,,,,,,,
Colorado,CO,School,No,Hayden High School,Regular school,80459001348,,Regular local school district,804590,,,03/01/2021,03/09/2021,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Hayden Middle School,Regular school,80459000676,,Regular local school district,804590,,,03/30/21,04/19/21,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Hemphill Middle School,Regular school,80675001160,,Regular local school district,806750,,,11/12/2020,02/08/2021,5,2,3,,,,,,,,,,,,
Colorado,CO,School,No,Heritage Elementary School,Regular school,80612000261,,Regular local school district,806120,,,11/24/20,12/29/20,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Heritage Elementary School,Regular school,80612000261,,Regular local school district,806120,,,01/21/21,02/12/2021,4,2,2,,,,,,,,,,,,
Colorado,CO,School,No,Heritage High School,Regular school,80531000881,,Regular local school district,805310,,,02/24/21,03/31/21,10,10,,,,,,,,,,,,,
Colorado,CO,School,No,Heritage High School,Regular school,80531000881,,Regular local school district,805310,,,04/27/21,05/31/21,8,8,,,,,,,,,,,,,
Colorado,CO,School,No,High Plains School,Regular school,80540006697,,Regular local school district,805400,,,11/25/20,12/28/20,10,8,2,,,,,,,,,,,,
Colorado,CO,School,No,High Plains School,Regular school,80540006697,,Regular local school district,805400,,,04/21/21,06/13/21,18,14,4,,,,,,,,,,,,
Colorado,CO,School,No,Highland Elementary School,Regular school,80531000882,,Regular local school district,805310,,,04/22/21,05/10/2021,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Highlands Ranch High School,Regular school,80345001437,,Regular local school district,803450,,,04/28/21,06/02/2021,38,37,1,,,,,,,,,,,,
Colorado,CO,School,Yes,Highline Academy Northeast,Regular school,80336006609,,Regular local school district,803360,,,03/10/2021,04/05/2021,5,3,2,,,,,,,,,,,,
Colorado,CO,School,Yes,Highline Academy Northeast,Regular school,80336006609,,Regular local school district,803360,,,05/24/21,06/16/21,9,8,1,,,,,,,,,,,,
Colorado,CO,School,No,Hinkley High School,Regular school,80234000064,,Regular local school district,802340,,,10/10/2020,11/19/20,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Hinkley High School,Regular school,80234000064,,Regular local school district,802340,,,05/07/2021,06/19/21,4,1,3,,,,,,,,,,,,
Colorado,CO,School,No,Hoehne Schools,Regular school,80465000680,,Regular local school district,804650,,,11/11/2020,01/04/2021,4,2,2,,,,,,,,,,,,
Colorado,CO,School,No,Hoehne Schools,Regular school,80465000680,,Regular local school district,804650,,,04/09/2021,06/04/2021,7,6,1,,,,,,,,,,,,
Colorado,CO,School,No,Holly School,Regular school,80468000681,,Regular local school district,804680,,,11/06/2020,11/26/20,4,1,3,,,,,,,,,,,,
Colorado,CO,School,No,Horizon High School,Regular school,80690001491,,Regular local school district,806900,,,11/03/2020,11/14/20,8,7,1,,,,,,,,,,,,
Colorado,CO,School,No,Horizon High School,Regular school,80690001491,,Regular local school district,806900,,,02/02/2021,02/19/21,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Horizon High School,Regular school,80690001491,,Regular local school district,806900,,,04/27/21,05/17/21,5,5,,,,,,,,,,,,,
Colorado,CO,School,No,Horizon Middle School,Regular school,80291001328,,Regular local school district,802910,,,04/19/21,05/11/2021,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Hotchkiss Elementary School,Regular school,80333000299,,Regular local school district,803330,,,12/10/2020,04/27/21,15,12,3,,,,,,,,,,,,
Colorado,CO,School,No,Hotchkiss High School,Regular school,80333000300,,Regular local school district,803330,,,12/02/2020,03/16/21,22,19,3,,,,,,,,,,,,
Colorado,CO,School,No,Howbert Elementary School,Regular school,80306000243,,Regular local school district,803060,,,12/11/2020,01/05/2021,2,,2,,,,,,,,,,,,
Colorado,CO,School,Yes,Independence Academy,Regular school,80435001980,,Regular local school district,804350,,,12/01/2020,03/30/21,8,4,4,,,,,,,,,,,,
Colorado,CO,School,No,Indian Ridge Elementary School,Regular school,80291001390,,Regular local school district,802910,,,02/17/21,03/21/21,6,3,3,,,,,,,,,,,,
Colorado,CO,School,No,Inspire Elementary School,Regular school,80336006733,,Regular local school district,803360,,,03/18/21,04/24/21,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,International Academy of Denver at Harrington,Regular school,80336000362,,Regular local school district,803360,,,05/20/21,06/04/2021,4,2,2,,,,,,,,,,,,
Colorado,CO,School,No,International Academy of Denver at Harrington,Regular school,80336000362,,Regular local school district,803360,,,11/09/2020,12/18/20,11,9,2,,,,,,,,,,,,
Colorado,CO,School,No,Irish Elementary Escuela Bilingüe,Regular school,80399000533,,Regular local school district,803990,,,05/24/21,06/17/21,6,6,,,,,,,,,,,,,
Colorado,CO,School,Yes,James Irwin Charter Academy- Howard Campus,Regular school,80002006595,,Charter agency,800020,,,11/08/2020,12/05/2020,3,2,1,,,,,,,,,,,,
Colorado,CO,School,Yes,James Irwin Charter Academy- Howard Campus,Regular school,80002006595,,Charter agency,800020,,,02/24/21,03/22/21,3,1,2,,,,,,,,,,,,
Colorado,CO,School,Yes,James Irwin Charter High School,Regular school,80453001781,,Regular local school district,804530,,,11/17/20,12/05/2020,2,1,1,,,,,,,,,,,,
Colorado,CO,School,Yes,James Irwin Charter Schools,Regular school,80453001781,,Regular local school district,804530,,,11/30/20,01/04/2021,9,2,7,,,,,,,,,,,,
Colorado,CO,School,Yes,James Irwin Charter Schools,Regular school,80453001781,,Regular local school district,804530,,,02/24/21,03/31/21,9,6,3,,,,,,,,,,,,
Colorado,CO,School,Yes,James Irwin Charter Schools,Regular school,80453001781,,Regular local school district,804530,,,04/13/21,06/04/2021,15,14,1,,,,,,,,,,,,
Colorado,CO,School,No,Janitell Junior High School,Regular school,80648001120,,Regular local school district,806480,,,11/17/20,12/14/20,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Janitell Junior High School,Regular school,80648001120,,Regular local school district,806480,,,04/29/21,05/18/21,5,4,1,,,,,,,,,,,,
Colorado,CO,School,Yes,Jefferson Academy Elementary,Regular school,80480000975,,Regular local school district,804800,,,04/23/21,06/03/2021,6,6,,,,,,,,,,,,,
Colorado,CO,School,No,Jefferson Jr/Sr High School,Regular school,80480000739,,Regular local school district,804800,,,11/28/20,12/08/2020,9,9,,,,,,,,,,,,,
Colorado,CO,School,No,Jenkins Middle School,Regular school,80306001683,,Regular local school district,803060,,,04/28/21,05/26/21,4,4,,,,,,,,,,,,,
